username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018/06/18 21:38;5;7;"Schweiz, Churpic.twitter.com/Y1VCdm3s0s";;;;"1008795990848167937";https://twitter.com/AlikNazhimov/status/1008795990848167937
;2018/06/18 21:37;9;31;"Das eigentlich Absurde ist ja, dass Nationalisten von der Angst getrieben werden, dass andere Leute das Land auch mögen könnten.";;;;"1008795937634947072";https://twitter.com/dyfustic/status/1008795937634947072
;2018/06/18 21:37;14;95;"“Robotnik” in pen and ink pic.twitter.com/iqGBYSXq2s";;;;"1008795737117876224";https://twitter.com/Sailor_Soffie/status/1008795737117876224
;2018/06/18 21:36;29;77;"Was für dich nur eine Kleinigkeit ist, ist für mich vielleicht das Allergrößte.";;;;"1008795643748511749";https://twitter.com/DeichCruiser/status/1008795643748511749
;2018/06/18 21:36;3;7;"MAN KNUTSCHEN ALTER";;;;"1008795501788123136";https://twitter.com/synapsensalat_/status/1008795501788123136
;2018/06/18 21:34;66;267;"Ich wollte mir so gerne unsere Nationalmannschaft ansehen. Es gibt aber keinepic.twitter.com/lOdSclzdha";;;;"1008795217389121539";https://twitter.com/SteinbachErika/status/1008795217389121539
;2018/06/18 21:35;10;41;"#Gartennachrichten .... da kornblumenblaut es ..... Vorfreude ....pic.twitter.com/ZDlQQu2t8t";;;#Gartennachrichten;"1008795331201466369";https://twitter.com/die_gritti/status/1008795331201466369
;2018/06/18 21:34;7;60;"Hallo liebe TL heute keine Zeit gehabt Wünsche euch eine entspannten Abend und später gute Nacht pic.twitter.com/uh9BIkbXWD";;;;"1008794989613047809";https://twitter.com/_gehnebenmir_/status/1008794989613047809
;2018/06/18 21:33;7;77;"Ich rück Euch den Mond zurecht. Euch alle noch einen schönen Abend und später eine gute Nacht.pic.twitter.com/05MsUYpDwk";;;;"1008794869391904768";https://twitter.com/Mudditanzt01/status/1008794869391904768
;2018/06/18 21:32;5;12;"So eine Umarmung, die von Herzen kommt kann deine Probleme zwar nicht annullieren, doch sie kann dich kurzeitig alles vergessen lassen.";;;;"1008794638570926081";https://twitter.com/Noniusxo/status/1008794638570926081
;2018/06/18 21:32;87;318;"Die Grünen sind mein moralischer Kompass. Ich bin immer auf der anderen Seite. Da liegt man stets richtig.";;;;"1008794575681531905";https://twitter.com/Steinhoefel/status/1008794575681531905
;2018/06/18 21:32;23;44;"Night City, Tavern Marianne von Werefkin #paintingpic.twitter.com/3vQdHx06wD";;;#paintingpic;"1008794557776125953";https://twitter.com/Brindille_/status/1008794557776125953
;2018/06/18 21:32;317;483;"Goals per World Cup game. Gerd Müller: 1.08 Christian Vieri: 1.0 Pele: 0.86 Gary Lineker: 0.83 Gabriel Batistua: 0.83 Ronaldo: 0.79 Miroslav Klose: 0.76 Jurgen Klinsmann: 0.65 Romario: 0.62 Rivaldo: 0.57 Roberto Baggio: 0.56 Raul: 0.45 Cristiano Ronaldo: 0.43 Messi: 0.36";;;;"1008794479975751682";https://twitter.com/spectatorindex/status/1008794479975751682
;2018/06/18 21:31;3;27;"Ich wünsche euch einen angenehmen Abend und eine wunderbare Nacht. Bis morgen.pic.twitter.com/FMSbpg2FA4";;;;"1008794402402291712";https://twitter.com/johann_boresch/status/1008794402402291712
;2018/06/18 21:31;10;9;""Bei mir rufen Hinterbliebene an und sind irritiert. Sie leiden darunter.“ Burgard Dregger, Chef im #Amri-Untersuchungsausschuss, mahnt zur Zurückhaltung bei Vorwürfen gegen Ex-Innensenator Henkel zum Abzug von MEK-Observierungsteams von Amri zur Rigaer. https://m.tagesspiegel.de/berlin/kroemer-kritisiert-lux-spekulationen-um-polizeieinsatz-im-fallamri/22706262.html …pic.twitter.com/fQRYuyOiIs";;;#Amri;"1008794299864113152";https://twitter.com/alx_froehlich/status/1008794299864113152
;2018/06/18 21:30;10;86;"■Seehofer will Grenzen schliessen, die es gar nicht gibt ■Trump hasst Veränderungen seiner Kultur, obwohl er gar keine hat ■Justin Bieber ist ein Star Also ich bin raus aus diesem Science-fiction-Debakel";;;;"1008794102224314368";https://twitter.com/12happyfeet12/status/1008794102224314368
;2018/06/18 21:29;46;962;"Ich: "Ich bin total über meinen Ex hinweg." *im Radio läuft Cher* Ich: *dreht die Lautstärke auf Anschlag, singt, kreischt und weint gleichzeitig* "DO YOU BELIEVE IN LIFE AFTER LOVE" Total über ihn hinweg.";;;;"1008793896267255808";https://twitter.com/deinTherapeut/status/1008793896267255808
;2018/06/18 21:28;5;47;"Diese Tunesier sind bisher die mit Abstand unsympathischste Mannschaft dieser WM. Ständig am reklamieren, gehen bei geringstem Körperkontakt nieder und ziehen defensiv aber jeden unerlaubten Trick. #TUNENG #WM2018";;;#TUNENG #WM2018;"1008793476945924096";https://twitter.com/gemprech/status/1008793476945924096
;2018/06/18 21:27;11;27;"amir asani13 Lauterbrunnen, Switzerlandpic.twitter.com/ZDPparu0Pa";;;;"1008793383593304064";https://twitter.com/SharonEChen/status/1008793383593304064
;2018/06/18 21:27;14;34;"Der Mann im Rathaus #Bautzen, der @Schmanle nahelegt, am Faktor Toleranz zu arbeiten, ist übrigens genau der, der das Abo der Lokalzeitung abbestellt, weil darin Dinge stehen, die ihm nicht passen. Genau mein Humor.";;@Schmanle;#Bautzen;"1008793309677047808";https://twitter.com/dd_twintweet/status/1008793309677047808
;2018/06/18 21:26;5;13;"VIDEO | @DarrenCriss via tianweizhang Instagram Storypic.twitter.com/YCzf60mCCy";;@DarrenCriss;;"1008793072602411009";https://twitter.com/DarrenCSource/status/1008793072602411009
;2018/06/18 21:26;168;316;"Jetzt, wo der Faschismus wiederkehrt, sagt er nicht „Ich bin der Faschismus“, sondern „Wir sollten mal wieder alle Roma im Land zählen“.https://twitter.com/fr/status/1008784770241826817 …";;;;"1008793059868463106";https://twitter.com/hanvoi/status/1008793059868463106
;2018/06/18 21:24;32;88;"Wo das Nazi-Totschlagargument die Bühne beherrscht, wo das Staatsfernsehen zur Jagd auf Regierungsgegner bläst, wo Zensur die Köpfe schwer macht, da haben Argumente es schwer, sich zu entfalten. Da steht eine Demokratie am Abgrund.";;;;"1008792676685287424";https://twitter.com/Kittypunk7/status/1008792676685287424
;2018/06/18 21:23;8;42;"Beeindruckend mit welcher Zivilisiertheit die englischen Spieler eine Fehlentscheidung nach der anderen hinnehmen. #TUNENG";;;#TUNENG;"1008792387026595840";https://twitter.com/exRacaille/status/1008792387026595840
;2018/06/18 21:22;119;243;"Hmmmm...um iPhonepic.twitter.com/zf3zvaRbNT";;;;"1008792191135776768";https://twitter.com/UrubusDaNacao/status/1008792191135776768
;2018/06/18 21:22;16;64;"Trotz -----> Reirdenpic.twitter.com/YFL4IAgILy";;;;"1008792124651864065";https://twitter.com/averagecapsfan/status/1008792124651864065
